COUNTRY,SERIES_CODE,INDICATOR,SCALE,UNIT,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Available_Year_Count,Missing_Year_Count,Missing_Year_Percentage,Historical_Average,Historical_Median,Historical_Minimum,Historical_Maximum,Historical_Standard_Deviation,Historical_Range,First_Year_Value,Latest_Year_Value,First_Year,Latest_Year,Absolute_Change,Percentage_Change,Previous_Year_Value,Latest_Year_Change,Latest_Year_Change_Percentage,CAGR_Percentage,Trend_Slope,Trend_Direction,Latest_Value_Status,Latest_Value_Log,Historical_Average_Log,Country_ID,Country_Record_Count,Indicator_ID,Indicator_Record_Count,Unit_ID,Unit_Record_Count,Scale_ID,Country_Indicator_Record_Count,Latest_Value_Outlier_Flag,Historical_Average_Outlier_Flag,Total_Missing_Values_Per_Row,Total_Available_Values_Per_Row,Missing_Value_Percentage_Per_Row
Dominican Republic,DOM.NGDP_R.A,"Gross domestic product (GDP), Constant prices, Domestic currency",Billions,Domestic currency,816.548,830.427,868.859,879.745,861.072,891.399,981.585,1002.748,1046.874,989.774,999.126,1111.403,1193.277,1224.228,1294.008,1371.147,1493.173,1593.303,1688.208,1766.739,1810.366,1891.588,1866.064,1914.312,2094.866,2286.991,2456.649,2536.934,2562.391,2777.661,2866.323,2945.883,3091.254,3311.081,3542.449,3780.493,3929.212,4208.089,4414.034,4064.043,4633.514,4876.215,4983.116,5229.969,5340.695,45,0,0.0,2362.6185555555553,1891.588,816.548,5340.695,1401.7533745352243,4524.147,816.548,5340.695,1981,2025,4524.147,554.0576916482559,5229.969,110.72599999999966,2.117144480206281,4.360638748645407,102.71209380764155,Increasing,Positive,8.583298297318862,7.767949009988832,49,42,14,196,0,2134,0,1,1,1,0,85,0.0
El Salvador,SLV.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",Units,Percent,14.818,11.703,13.121,11.705,22.318,31.945,24.849,19.772,17.651,28.294,14.409,11.221,18.505,10.584,10.03,9.79,4.49,2.549,0.513,2.274,3.745,1.869,2.121,4.452,4.69,4.035,4.58,7.258,0.537,1.179,5.129,1.73,0.758,1.141,-0.731,0.604,1.014,1.088,0.074,-0.37,3.468,7.196,4.047,0.854,0.258,45,0,0.0,7.583711111111112,4.452,-0.731,31.945,8.262873725895913,32.676,14.818,0.258,1981,2025,-14.559999999999999,-98.25887434201645,0.854,-0.596,-69.78922716627635,-8.794954096283092,-0.4738936758893277,Decreasing,Positive,0.2295231582782488,2.1498663504180784,52,40,3,197,3,3211,2,1,0,0,0,85,0.0
Costa Rica,CRI.TMG_RPCH.A,"Imports of goods, Volume, Cost insurance freight (CIF), Percent change",Units,Percent,-25.718,-25.71,19.029,12.304,7.56,6.728,12.837,10.009,20.4,11.189,-3.876,22.348,15.747,5.568,2.501,0.954,19.43,27.905,-0.312,-4.187,0.012,8.767,5.315,4.151,9.008,8.754,10.588,10.067,-19.681,17.966,12.116,7.268,1.302,4.29,1.981,8.355,3.44,1.057,-4.283,-9.97,18.474,5.58,4.298,4.699,5.416,45,0,0.0,5.637244444444443,5.58,-25.718,27.905,11.03630189246453,53.623000000000005,-25.718,5.416,1981,2025,31.134,121.05918034061747,4.699,0.7170000000000005,15.258565652266451,,-0.02085533596837605,Decreasing,Positive,1.8587948705642134,1.8926968840482297,41,42,29,177,3,3211,2,1,0,0,1,84,1.1627906976744187
Ecuador,ECU.GGXWDG_NGDP.A,"Gross debt, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,63.803,55.043,47.198,40.2,35.758,33.094,29.648,24.873,19.667,18.436,18.607,19.341,23.426,28.163,36.438,46.066,47.391,49.505,52.064,63.551,61.756,57.203,54.491,54.134,54.416,45,0,0.0,29.087100000000003,19.341,10.478,63.803,17.968948562728983,53.324999999999996,12.017,54.416,1981,2025,42.399,352.8251643505035,54.134,0.2819999999999965,0.5209295452026388,3.492174610912868,1.0692374835309595,Increasing,Positive,4.014868360720304,3.4040965084632764,50,40,13,193,3,3211,2,1,0,0,0,85,0.0
Ecuador,ECU.TXG_RPCH.A,"Exports of goods, Volume, Free on board (FOB), Percent change",Units,Percent,6.82,-1.63,15.8,7.066,10.309,2.817,-17.48,27.88,-6.546,4.189,14.298,6.342,13.371,13.783,11.357,-0.783,4.546,-5.339,1.295,2.923,1.052,-1.939,10.174,15.364,7.521,4.992,-1.958,2.99,-1.762,-0.413,3.891,4.815,5.109,6.525,2.867,-0.142,-0.891,-1.318,5.276,-0.878,-0.452,-1.451,-2.352,3.677,-0.047,45,0,0.0,3.814844444444445,2.99,-17.48,27.88,7.328969650253944,45.36,6.82,-0.047,1981,2025,-6.867,-100.6891495601173,3.677,-3.724,-101.2782159369051,,-0.15815625823451904,Decreasing,Negative,,1.5717037382784724,50,40,10,177,3,3211,2,1,0,0,2,83,2.3255813953488373
El Salvador,SLV.NGDP_R.A,"Gross domestic product (GDP), Constant prices, Domestic currency",Billions,Domestic currency,11.651,10.917,11.084,11.232,11.302,11.323,11.608,11.826,11.939,12.516,12.703,13.595,14.386,15.06,15.774,15.903,16.401,16.836,17.2,17.394,17.546,17.824,18.102,18.264,18.758,19.573,19.937,20.361,19.937,20.357,21.133,21.727,22.214,22.593,23.135,23.723,24.257,24.842,25.447,23.438,26.229,27.004,27.959,28.687,29.748,45,0,0.0,18.520999999999997,18.102,10.917,29.748,5.446936399148024,18.831000000000003,11.651,29.748,1981,2025,18.097,155.3257231138958,28.687,1.061,3.698539408094258,2.153240847171123,0.41022463768115897,Increasing,Positive,3.4258249514868857,2.9714908091809566,52,40,14,196,0,2134,0,1,0,0,0,85,0.0
Ecuador,ECU.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,0.585,0.543,0.473,0.466,0.506,0.353,0.342,0.285,0.268,0.255,0.263,0.271,0.304,0.344,0.358,0.361,0.382,0.373,0.277,0.249,0.308,0.338,0.369,0.382,0.402,0.424,0.442,0.499,0.483,0.52,0.544,0.561,0.566,0.568,0.532,0.533,0.529,0.517,0.495,0.474,0.449,0.429,0.422,0.431,0.425,45,0,0.0,0.42000000000000004,0.425,0.249,0.585,0.09995362561071645,0.33599999999999997,0.585,0.425,1981,2025,-0.15999999999999998,-27.35042735042735,0.431,-0.006000000000000005,-1.3921113689095141,-0.7235575318779053,0.0030242424242424106,Increasing,Positive,0.35417181372061385,0.3506568716131694,50,40,38,197,2,1142,2,1,0,0,0,85,0.0
El Salvador,SLV.GGXWDG_NGDP.A,"Gross debt, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,43.329,36.361,31.868,30.549,28.041,28.548,27.791,25.652,27.995,29.551,37.842,43.8,45.962,46.813,46.286,52.559,52.197,54.212,65.778,66.794,65.598,69.994,69.655,71.791,73.464,75.214,77.136,76.961,77.906,95.365,87.955,83.657,84.984,87.369,87.228,45,0,0.0,47.33427777777776,45.962,10.478,95.365,26.998171792598786,84.887,12.017,87.228,1981,2025,75.211,625.8716817841391,87.369,-0.14100000000000534,-0.16138447275349993,4.608023551062979,1.9998690382081685,Increasing,Positive,4.479924372950341,3.8781409937914417,52,40,13,193,3,3211,2,1,0,0,0,85,0.0
Ecuador,ECU.GGSB.A,"Structural balance, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,0.002,0.223,0.454,0.641,0.179,1.234,0.852,-1.327,-0.846,-0.244,-1.168,-3.628,-8.945,-9.191,-8.315,-10.818,-6.026,-3.879,-3.882,-4.989,-1.331,-1.058,-4.203,-0.861,-3.086,45,0,0.0,4.54301111111111,0.641,-10.818,16.661499999999997,8.785607005785145,27.479499999999994,12.017,-3.086,1981,2025,-15.103,-125.68028626113006,-0.861,-2.2249999999999996,-258.4204413472706,,-0.5572721343873513,Decreasing,Negative,,1.7125378749658966,50,40,41,87,0,2134,0,1,0,0,2,83,2.3255813953488373
Dominican Republic,DOM.NGDPRPC.A,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Units,Domestic currency,141242.592,140369.47,143463.991,141848.773,135546.311,136954.44,147189.3,146860.838,150002.13,139055.984,137964.244,150705.851,158878.211,160204.843,166525.804,173626.77,186113.323,195451.336,203991.101,210381.087,212659.096,219250.791,213384.33,216119.698,233589.705,252108.383,267782.136,273388.262,273171.608,293045.165,299194.335,304296.486,315928.011,335011.411,354946.201,375233.337,386384.665,409899.427,426134.133,388959.473,439798.62,459070.199,465318.266,484396.508,490628.185,45,0,0.0,256801.66288888888,216119.698,135546.311,490628.185,113012.83653532613,355081.874,141242.592,490628.185,1981,2025,349385.593,247.36560555331639,484396.508,6231.677000000025,1.2864826432646426,2.870442844119081,8254.437778656116,Increasing,Positive,13.103443897418735,12.456063220249199,49,42,15,196,0,2134,2,1,1,1,0,85,0.0
Dominican Republic,DOM.PCPIEPCH.A,"All Items, Consumer price index (CPI), End-of-period (EoP), percent change",Units,Percent,7.365,7.181,5.995,38.636,30.853,4.399,22.672,55.798,34.594,79.919,7.902,5.165,2.788,14.314,9.216,3.949,8.366,7.82,5.101,9.019,4.384,10.512,42.655,28.74,7.437,5.0,8.878,4.517,5.765,6.238,7.76,3.907,3.876,1.582,2.344,1.695,4.204,1.171,3.656,5.554,8.496,7.827,3.569,3.348,4.952,45,0,0.0,12.20264444444444,6.238,1.171,79.919,15.90488339838307,78.74799999999999,7.365,4.952,1981,2025,-2.4130000000000003,-32.76306856754922,3.348,1.604,47.90919952210275,-0.898096247826119,-0.5145648221343844,Decreasing,Positive,1.7837272975307907,2.5804171462279446,49,42,1,196,3,3211,2,1,0,0,0,85,0.0
Costa Rica,CRI.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",Units,Percent,36.806,90.271,32.503,12.013,15.129,11.788,16.806,20.845,16.491,19.069,20.195,21.788,9.781,13.534,23.186,17.512,13.248,11.66,10.045,10.961,11.256,9.167,9.448,12.315,13.798,11.471,9.357,13.425,7.843,5.663,4.878,4.496,5.231,4.519,0.802,-0.017,1.626,2.221,2.096,0.725,1.727,8.275,0.525,-0.412,-0.074,45,0,0.0,12.533155555555552,10.961,-0.412,90.271,14.464743433220269,90.683,36.806,-0.074,1981,2025,-36.879999999999995,-100.20105417594958,-0.412,0.33799999999999997,82.03883495145631,,-0.7407192358366316,Decreasing,Negative,,2.605142641564297,41,42,3,197,3,3211,2,1,0,0,2,83,2.3255813953488373
Ecuador,ECU.NGDP_RPCH.A,"Gross domestic product (GDP), Constant prices, Percent change",Units,Percent,3.9,1.2,-2.8,4.2,4.4,3.094,-5.972,10.486,0.285,3.008,5.113,3.614,2.0,4.258,2.253,1.732,4.328,3.267,-4.739,1.092,4.206,4.928,2.885,6.832,5.399,4.341,1.902,6.565,1.091,4.029,8.481,5.783,7.211,4.226,0.12,-0.688,5.97,1.044,0.165,-9.245,9.422,5.868,1.833,-1.944,3.726,45,0,0.0,2.8637555555555547,3.614,-9.245,10.486,3.7854728247698075,19.731,3.9,3.726,1981,2025,-0.17399999999999993,-4.46153846153846,-1.944,5.67,291.66666666666663,-0.10367640283338586,0.005198945981554356,Increasing,Positive,1.553079178764716,1.3516396523293617,50,40,17,197,3,3211,2,1,0,0,0,85,0.0
Dominican Republic,DOM.GGXWDN_NGDP.A,"Net debt, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,14.026,15.763,19.157,46.595,31.639,32.21,29.925,26.028,27.966,29.883,30.228,31.908,36.378,39.126,37.646,37.315,38.577,40.776,41.692,43.291,57.713,49.051,46.638,47.242,47.741,47.266,45,0,0.0,26.750355555555558,26.028,10.478,57.713,14.012258886345906,47.235,12.017,47.266,1981,2025,35.248999999999995,293.32612132811846,47.741,-0.4750000000000014,-0.9949519281121079,3.1613718634532884,0.9873372859025028,Increasing,Positive,3.8767273790334214,3.323248652923173,49,42,31,89,3,3211,2,1,0,0,0,85,0.0
Ecuador,ECU.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",Units,Percent,16.387,16.258,48.434,31.23,27.983,23.03,29.504,58.216,75.648,48.519,48.804,54.341,45.0,27.443,22.886,24.4,30.6,36.1,52.2,96.1,37.674,12.485,7.929,2.741,2.17,3.299,2.276,8.4,5.16,3.554,4.475,5.102,2.722,3.589,3.966,1.728,0.417,-0.224,0.266,-0.339,0.133,3.466,2.216,1.547,0.711,45,0,0.0,20.63435555555555,8.4,-0.339,96.1,23.1874448327259,96.439,16.387,0.711,1981,2025,-15.676,-95.66119484957588,1.547,-0.836,-54.040077569489334,-6.882536000889983,-1.1691113306982848,Decreasing,Positive,0.5370779949100565,3.0742825861084304,50,40,3,197,3,3211,2,1,0,0,0,85,0.0
Ecuador,ECU.BCA.A,"Current account balance (credit less debit), US dollar",Billions,US dollar,-0.998,-1.182,-0.115,-0.273,0.076,-0.582,-1.187,-0.68,-0.715,-0.36,-0.708,-0.122,-0.849,-0.898,-1.0,-0.055,-0.457,-2.099,0.918,1.113,-0.551,-1.219,-0.387,-0.479,0.474,1.74,1.886,1.769,0.313,-1.582,-0.4,-0.146,-0.933,-0.669,-2.221,0.891,-0.405,-1.648,-0.545,2.007,3.043,2.269,2.405,7.045,7.592,45,0,0.0,0.22391111111111103,-0.4,-2.221,7.592,1.9622915734395638,9.812999999999999,-0.998,7.592,1981,2025,8.59,860.7214428857715,7.045,0.5469999999999997,7.764371894960961,,0.0767573122529642,Increasing,Positive,2.150831537766509,0.20205155981180611,50,40,5,196,4,590,0,1,0,0,1,84,1.1627906976744187
Dominican Republic,DOM.GGXCNL_NGDP.A,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,-0.641,-0.289,-0.788,-0.859,-0.728,-2.277,-4.242,-3.599,-0.714,-1.687,0.281,-3.43,-2.896,-2.975,-3.068,-6.265,-4.413,-2.76,-0.033,-3.109,-3.124,-2.175,-3.457,-7.936,-2.92,-3.249,-3.28,-3.087,-3.559,45,0,0.0,2.9958111111111116,-0.788,-7.936,16.064,7.900065182620108,24.0,12.017,-3.559,1981,2025,-15.576,-129.61637679953398,-3.087,-0.472,-15.289925494007125,,-0.5010561264822139,Decreasing,Negative,,1.3852465901773556,49,42,33,197,3,3211,2,1,0,0,2,83,2.3255813953488373
Dominican Republic,DOM.GGX_NGDP.A,"Expenditure, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,13.172,12.596,13.402,14.093,14.892,16.475,17.224,17.333,15.501,16.95,16.321,18.492,16.156,16.067,15.988,19.824,18.515,17.042,16.728,17.009,17.264,16.46,17.82,22.177,18.419,18.522,19.126,19.465,19.316,45,0,0.0,15.654211111111113,16.064,10.478,22.177,2.653832300759706,11.699,12.017,19.316,1981,2025,7.2989999999999995,60.738953149704585,19.465,-0.1490000000000009,-0.7654764962753707,1.084500932276189,0.1799422924901187,Increasing,Positive,3.0114087529389986,2.8126631040339394,49,42,8,197,3,3211,2,1,0,0,0,85,0.0
El Salvador,SLV.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",Units,Percent,-3.545,-1.493,1.853,-1.712,-1.237,5.005,5.72,0.931,-6.139,-3.15,-3.188,-1.874,-1.225,-0.234,-2.932,-1.763,-0.956,-0.829,-2.121,-3.653,-1.224,-3.199,-5.302,-4.677,-4.229,-4.785,-7.151,-8.518,-1.774,-2.888,-5.481,-5.797,-6.905,-5.371,-3.216,-2.274,-1.86,-3.302,-0.422,1.11,-4.306,-6.726,-1.087,-1.789,-3.934,45,0,0.0,-2.6144222222222218,-2.888,-8.518,5.72,2.862409581651675,14.238,-3.545,-3.934,1981,2025,-0.38900000000000023,-10.97320169252469,-1.789,-2.1450000000000005,-119.89938513135834,,-0.08288063241106614,Decreasing,Negative,,,52,40,4,196,3,3211,2,1,0,0,3,82,3.488372093023256
El Salvador,SLV.NGDPD.A,"Gross domestic product (GDP), Current prices, US dollar",Billions,US dollar,3.449,3.406,3.261,2.385,2.319,2.335,2.374,2.771,3.167,4.818,5.252,5.813,6.68,7.679,8.922,9.586,10.222,10.937,11.284,11.785,12.283,12.664,13.244,13.725,14.698,16.0,17.012,17.987,17.602,18.448,20.284,21.386,21.991,22.593,23.438,24.191,24.979,26.021,26.881,24.921,29.043,31.87,33.854,35.365,37.268,45,0,0.0,15.02651111111111,13.244,2.319,37.268,10.068263454182565,34.949,3.449,37.268,1981,2025,33.819,980.5450855320383,35.365,1.9029999999999987,5.381026438569203,5.55817763548152,0.7514490118577067,Increasing,Positive,3.644614037815921,2.774244295466259,52,40,23,197,4,590,0,1,0,0,0,85,0.0
Costa Rica,CRI.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,5.571,9.662,11.989,13.502,15.777,18.257,19.623,22.526,24.981,28.533,45.265,52.988,57.163,64.738,76.874,86.873,97.937,108.478,118.838,127.199,136.49,147.555,160.107,176.729,193.655,212.254,228.389,249.67,272.212,286.771,293.88,302.165,310.746,324.384,334.113,337.451,340.992,337.902,324.217,328.024,330.139,329.803,314.483,308.499,298.384,45,0,0.0,175.23973333333336,160.107,5.571,340.992,126.00031766038602,335.421,5.571,298.384,1981,2025,292.813,5256.02225812242,308.499,-10.115000000000009,-3.2787788615198132,9.469181811593863,9.30090527009223,Increasing,Positive,5.701727030343788,5.17184518940473,41,42,38,197,2,1142,2,1,0,0,0,85,0.0
Dominican Republic,DOM.GGR_NGDP.A,"Revenue, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,12.531,12.308,12.613,13.234,14.163,14.198,12.982,13.734,14.786,15.263,16.602,15.061,13.26,13.092,12.92,13.559,14.102,14.282,16.695,13.899,14.141,14.285,14.363,14.241,15.499,15.273,15.845,16.378,15.757,45,0,0.0,13.93681111111111,14.102,10.478,16.695,1.4664668900614375,6.2170000000000005,12.017,15.757,1981,2025,3.74,31.122576350170593,16.378,-0.6210000000000004,-3.7916717547930174,0.6177237217779963,0.06987378129117222,Increasing,Positive,2.818816081418587,2.703828710543646,49,42,40,197,3,3211,2,1,0,0,0,85,0.0
El Salvador,SLV.NGDPPC.A,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Units,Domestic currency,699.251,685.083,652.135,473.971,457.213,455.695,457.838,526.999,592.939,886.427,953.384,1040.783,1180.26,1343.936,1548.385,1651.306,1748.915,1859.725,1908.08,1982.86,2058.031,2115.423,2207.831,2285.678,2447.383,2665.626,2830.668,2983.246,2910.176,3040.098,3330.616,3497.899,3582.29,3665.986,3790.326,3901.34,4020.148,4183.552,4320.129,3997.175,4642.594,5074.616,5365.465,5579.655,5839.018,45,0,0.0,2476.447866666666,2207.831,455.695,5839.018,1562.4874960945592,5383.323,699.251,5839.018,1981,2025,5139.767,735.0389202160598,5579.655,259.3630000000003,4.648369836486312,4.941647973796814,116.79580777338587,Increasing,Positive,8.672489158009304,7.814984223264948,52,40,20,197,0,2134,2,1,1,1,0,85,0.0
Dominican Republic,DOM.GGXONLB.A,"Primary net lending (+) / net borrowing (-), General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,0.248,1.124,-0.427,-0.437,0.205,-5.649,-16.484,-17.087,5.585,-5.054,20.45,-31.722,-18.282,-22.511,-22.885,-104.565,-57.067,-11.687,73.098,-19.891,-20.578,18.138,-32.841,-207.909,9.503,-24.997,-8.195,21.912,-8.529,45,0,0.0,-6.0987444444444465,1.124,-207.909,73.098,40.19271210702799,281.007,12.017,-8.529,1981,2025,-20.546,-170.97445285845052,21.912,-30.441,-138.9238773274918,,-1.1604260869565326,Decreasing,Negative,,,49,42,36,190,0,2134,0,1,0,0,3,82,3.488372093023256
Ecuador,ECU.LP.A,"Population, Persons for countries / Index for country groups",Millions,Not Specified,8.227,8.461,8.697,8.935,9.173,9.413,9.652,9.903,10.148,10.388,10.628,10.868,11.105,11.334,11.551,11.751,11.938,12.119,12.297,12.481,12.681,12.901,13.132,13.367,13.604,13.852,14.107,14.359,14.616,14.884,15.161,15.441,15.718,15.994,16.269,16.532,16.793,17.078,17.357,17.526,17.614,17.715,17.835,17.967,18.104,45,0,0.0,13.326133333333335,13.132,8.227,18.104,3.0473765513068027,9.876999999999999,8.227,18.104,1981,2025,9.876999999999999,120.05591345569464,17.967,0.13700000000000045,0.7625090443591054,1.808688266150682,0.23176297760210812,Increasing,Positive,2.9498977372101916,2.662085375236296,50,40,35,197,2,1142,1,1,0,0,0,85,0.0
El Salvador,SLV.NID_NGDP.A,"Gross capital formation, Percent of GDP",Units,Percent,14.191,13.044,11.655,13.434,11.49,12.076,10.974,11.356,12.836,13.813,15.455,18.833,18.958,20.358,20.944,15.355,15.083,18.651,17.301,17.669,17.714,17.065,18.429,18.141,18.605,20.075,20.8,20.173,14.055,16.672,17.79,17.71,17.019,16.397,16.017,15.968,16.677,18.372,18.345,17.212,23.355,24.472,20.685,20.344,25.222,45,0,0.0,17.128666666666668,17.301,10.974,25.222,3.389585574024701,14.248000000000001,14.191,25.222,1981,2025,11.031,77.73236558382072,20.344,4.878,23.97758552890287,1.315644591558951,0.17633438735177795,Increasing,Positive,3.26659875307721,2.89749447913166,52,40,11,174,3,3211,2,1,0,0,0,85,0.0
Dominican Republic,DOM.GGXWDG.A,"Gross debt, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,38.824,42.217,56.002,65.71,86.965,102.583,302.678,321.469,415.193,454.379,479.917,558.425,637.72,739.95,863.147,1009.773,1223.815,1313.947,1432.526,1624.776,1859.743,2137.632,2444.412,3188.3,3409.599,3727.986,4093.304,4352.278,4659.849,45,0,0.0,930.1157666666666,302.678,10.478,4659.849,1348.0285061882737,4649.371,12.017,4659.849,1981,2025,4647.832,38677.14071731714,4352.278,307.5709999999999,7.066896921566129,14.506797288566498,85.97078260869552,Increasing,Positive,8.446952899366522,6.836383616127409,49,42,12,194,0,2134,0,1,1,1,0,85,0.0
El Salvador,SLV.NGDPDPC.A,"Gross domestic product (GDP), Current prices, Per capita, US dollar",Units,US dollar,699.251,685.083,652.135,473.971,457.213,455.695,457.838,526.999,592.939,886.427,953.384,1040.783,1180.26,1343.936,1548.385,1651.306,1748.915,1859.725,1908.08,1982.86,2058.031,2115.423,2207.831,2285.678,2447.383,2665.626,2830.668,2983.246,2910.176,3040.098,3330.616,3497.899,3582.29,3665.986,3790.326,3901.34,4020.148,4183.552,4320.129,3997.175,4642.594,5074.616,5365.465,5579.655,5839.018,45,0,0.0,2476.447866666666,2207.831,455.695,5839.018,1562.4874960945592,5383.323,699.251,5839.018,1981,2025,5139.767,735.0389202160598,5579.655,259.3630000000003,4.648369836486312,4.941647973796814,116.79580777338587,Increasing,Positive,8.672489158009304,7.814984223264948,52,40,21,197,4,590,2,1,1,1,0,85,0.0
El Salvador,SLV.GGXCNL.A,"Net lending (+) / net borrowing (-), General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,-0.03,-0.121,-0.249,-0.095,-0.072,-0.016,-0.259,-0.202,-0.322,-0.348,-0.406,-0.607,-0.697,-0.56,-0.379,-0.51,-0.547,-0.395,-0.684,-1.17,-0.916,-0.907,-0.814,-0.98,-0.908,-0.851,-0.751,-0.632,-0.704,-0.825,-2.03,-1.606,-0.855,-1.587,-1.609,-1.05,45,0,0.0,1.8817777777777775,-0.51,-2.03,13.7585,5.236425464252955,15.788499999999999,12.017,-1.05,1981,2025,-13.067,-108.737621702588,-1.609,0.5589999999999999,34.742075823492854,,-0.29104090909090924,Decreasing,Negative,,1.058407387657101,52,40,32,197,0,2134,0,1,0,0,2,83,2.3255813953488373
El Salvador,SLV.NGDP.A,"Gross domestic product (GDP), Current prices, Domestic currency",Billions,Domestic currency,3.449,3.406,3.261,2.385,2.319,2.335,2.374,2.771,3.167,4.818,5.252,5.813,6.68,7.679,8.922,9.586,10.222,10.937,11.284,11.785,12.283,12.664,13.244,13.725,14.698,16.0,17.012,17.987,17.602,18.448,20.284,21.386,21.991,22.593,23.438,24.191,24.979,26.021,26.881,24.921,29.043,31.87,33.854,35.365,37.268,45,0,0.0,15.02651111111111,13.244,2.319,37.268,10.068263454182565,34.949,3.449,37.268,1981,2025,33.819,980.5450855320383,35.365,1.9029999999999987,5.381026438569203,5.55817763548152,0.7514490118577067,Increasing,Positive,3.644614037815921,2.774244295466259,52,40,18,197,0,2134,0,1,0,0,0,85,0.0
